Date,1 mo,2 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr,30 yr
2005-11-14T00:00:00,3.930000067,TRUE,4.019999981,4.349999905,4.400000095,4.5,4.519999981,4.539999962,4.570000172,4.610000134,4.900000095,0
2005-11-10T00:00:00,3.890000105,TRUE,3.970000029,4.300000191,4.340000153,4.440000057,4.480000019,4.489999771,4.510000229,4.550000191,4.849999905,0
2005-11-15T00:00:00,4.010000229,TRUE,4.010000229,4.340000153,4.380000114,4.46999979,4.5,4.510000229,4.519999981,4.559999943,4.829999924,0
2005-11-17T00:00:00,3.980000019,TRUE,4.010000229,4.300000191,4.320000172,4.369999886,4.389999866,4.389999866,4.420000076,4.460000038,4.75,0
2005-11-16T00:00:00,4,TRUE,4,4.300000191,4.340000153,4.420000076,4.429999828,4.429999828,4.449999809,4.489999771,4.769999981,0
2005-11-04T00:00:00,3.799999952,TRUE,3.980000019,4.269999981,4.340000153,4.46999979,4.5,4.559999943,4.599999905,4.659999847,4.949999809,0
2005-11-03T00:00:00,3.809999943,TRUE,3.940000057,4.269999981,4.329999924,4.46999979,4.5,4.550000191,4.590000153,4.650000095,4.940000057,0
2005-11-07T00:00:00,3.809999943,TRUE,3.960000038,4.309999943,4.360000134,4.46999979,4.5,4.550000191,4.590000153,4.650000095,4.929999828,0
2005-11-09T00:00:00,3.910000086,TRUE,3.99000001,4.320000172,4.369999886,4.489999771,4.53000021,4.550000191,4.579999924,4.639999866,4.929999828,0
2005-11-08T00:00:00,3.880000114,TRUE,3.960000038,4.300000191,4.340000153,4.429999828,4.46999979,4.489999771,4.519999981,4.570000172,4.860000134,0
2005-11-29T00:00:00,3.99000001,TRUE,3.980000019,4.320000172,4.349999905,4.400000095,4.400000095,4.400000095,4.420000076,4.480000019,4.78000021,0
2005-11-28T00:00:00,3.940000057,TRUE,3.980000019,4.309999943,4.320000172,4.329999924,4.320000172,4.320000172,4.349999905,4.409999847,4.710000038,0
2005-11-30T00:00:00,4,TRUE,3.950000048,4.309999943,4.340000153,4.420000076,4.409999847,4.420000076,4.449999809,4.489999771,4.809999943,0
2005-12-02T00:00:00,4,TRUE,3.99000001,4.309999943,4.349999905,4.429999828,4.429999828,4.449999809,4.480000019,4.519999981,4.809999943,0
2005-12-01T00:00:00,3.99000001,TRUE,3.970000029,4.320000172,4.360000134,4.449999809,4.440000057,4.449999809,4.46999979,4.519999981,4.829999924,0
